material_id,name,synonyms,material_type,category,subcategory,CAS,PubChem_CID,SMILES,InChIKey,supplier_or_grade_notes,route_suitability,regulatory_or_safety_notes,source_id,curation_status,confidence_score,notes
LIP_DLPC,DLPC,,phospholipid,Phospholipid/membrane lipid,PC lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Synthetic phosphatidylcholine.
LIP_DMPC,DMPC,,phospholipid,Phospholipid/membrane lipid,PC lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Synthetic phosphatidylcholine.
LIP_DPPC,DPPC,,phospholipid,Phospholipid/membrane lipid,PC lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Synthetic phosphatidylcholine.
LIP_DSPC,DSPC,,phospholipid,Phospholipid/membrane lipid,PC lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Synthetic phosphatidylcholine.
LIP_DOPC,DOPC,,phospholipid,Phospholipid/membrane lipid,PC lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Synthetic phosphatidylcholine.
LIP_POPC,POPC,,phospholipid,Phospholipid/membrane lipid,PC lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Synthetic phosphatidylcholine.
LIP_SOPC,SOPC,,phospholipid,Phospholipid/membrane lipid,PC lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Synthetic phosphatidylcholine.
LIP_DOPE,DOPE,,phospholipid,Phospholipid/membrane lipid,PE lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PE lipids can enhance fusogenic/non-lamellar propensity depending on pH and composition.
LIP_POPE,POPE,,phospholipid,Phospholipid/membrane lipid,PE lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PE lipids can enhance fusogenic/non-lamellar propensity depending on pH and composition.
LIP_DSPE,DSPE,,phospholipid,Phospholipid/membrane lipid,PE lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PE lipids can enhance fusogenic/non-lamellar propensity depending on pH and composition.
LIP_DPPE,DPPE,,phospholipid,Phospholipid/membrane lipid,PE lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PE lipids can enhance fusogenic/non-lamellar propensity depending on pH and composition.
LIP_DMPE,DMPE,,phospholipid,Phospholipid/membrane lipid,PE lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PE lipids can enhance fusogenic/non-lamellar propensity depending on pH and composition.
LIP_DPPG,DPPG,,phospholipid,Phospholipid/membrane lipid,PG lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Anionic phosphoglycerol charge inducer/stabilizer.
LIP_DOPG,DOPG,,phospholipid,Phospholipid/membrane lipid,PG lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Anionic phosphoglycerol charge inducer/stabilizer.
LIP_POPG,POPG,,phospholipid,Phospholipid/membrane lipid,PG lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Anionic phosphoglycerol charge inducer/stabilizer.
LIP_DSPG,DSPG,,phospholipid,Phospholipid/membrane lipid,PG lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Anionic phosphoglycerol charge inducer/stabilizer.
LIP_DOPS,DOPS,,phospholipid,Phospholipid/membrane lipid,PS/PA lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Anionic lipid; pH/counterion affects charge and phase behavior.
LIP_DPPS,DPPS,,phospholipid,Phospholipid/membrane lipid,PS/PA lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Anionic lipid; pH/counterion affects charge and phase behavior.
LIP_DOPA,DOPA,,phospholipid,Phospholipid/membrane lipid,PS/PA lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Anionic lipid; pH/counterion affects charge and phase behavior.
LIP_DPPA,DPPA,,phospholipid,Phospholipid/membrane lipid,PS/PA lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Anionic lipid; pH/counterion affects charge and phase behavior.
LIP_DSPE_PEG2000,DSPE-PEG2000,,phospholipid,Phospholipid/membrane lipid,PEG-lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PEG-lipid; controls steric stabilization and LNP desorption kinetics.
LIP_DSPE_PEG5000,DSPE-PEG5000,,phospholipid,Phospholipid/membrane lipid,PEG-lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PEG-lipid; controls steric stabilization and LNP desorption kinetics.
LIP_DMG_PEG2000,DMG-PEG2000,,phospholipid,Phospholipid/membrane lipid,PEG-lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PEG-lipid; controls steric stabilization and LNP desorption kinetics.
LIP_PEG_DMG,PEG-DMG,,phospholipid,Phospholipid/membrane lipid,PEG-lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PEG-lipid; controls steric stabilization and LNP desorption kinetics.
LIP_PEG_DSG,PEG-DSG,,phospholipid,Phospholipid/membrane lipid,PEG-lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PEG-lipid; controls steric stabilization and LNP desorption kinetics.
LIP_PEG_DPPE,PEG-DPPE,,phospholipid,Phospholipid/membrane lipid,PEG-lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PEG-lipid; controls steric stabilization and LNP desorption kinetics.
LIP_DOTAP,DOTAP,,phospholipid,Phospholipid/membrane lipid,cationic lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Permanent/strong cationic lipid; toxicity and hemolysis risk require strict screening.
LIP_DOTMA,DOTMA,,phospholipid,Phospholipid/membrane lipid,cationic lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Permanent/strong cationic lipid; toxicity and hemolysis risk require strict screening.
LIP_DDAB,DDAB,,phospholipid,Phospholipid/membrane lipid,cationic lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Permanent/strong cationic lipid; toxicity and hemolysis risk require strict screening.
LIP_DC_CHOL,DC-Chol,,phospholipid,Phospholipid/membrane lipid,cationic lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Permanent/strong cationic lipid; toxicity and hemolysis risk require strict screening.
LIP_DODAP,DODAP,,phospholipid,Phospholipid/membrane lipid,ionizable lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Apparent pKa formulation-dependent; critical for LNP potency/tolerability.
LIP_DLIN_MC3_DMA,DLin-MC3-DMA,,phospholipid,Phospholipid/membrane lipid,ionizable lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Apparent pKa formulation-dependent; critical for LNP potency/tolerability.
LIP_SM_102,SM-102,,phospholipid,Phospholipid/membrane lipid,ionizable lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Apparent pKa formulation-dependent; critical for LNP potency/tolerability.
LIP_ALC_0315,ALC-0315,,phospholipid,Phospholipid/membrane lipid,ionizable lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Apparent pKa formulation-dependent; critical for LNP potency/tolerability.
LIP_DLIN_KC2_DMA,Dlin-KC2-DMA,,phospholipid,Phospholipid/membrane lipid,ionizable lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Apparent pKa formulation-dependent; critical for LNP potency/tolerability.
LIP_DODMA,DODMA,,phospholipid,Phospholipid/membrane lipid,ionizable lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Apparent pKa formulation-dependent; critical for LNP potency/tolerability.
LIP_SPHINGOMYELIN,Sphingomyelin,,phospholipid,Phospholipid/membrane lipid,sphingolipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Sphingolipid; grade/acyl distribution dependent.
LIP_CERAMIDE,Ceramide,,phospholipid,Phospholipid/membrane lipid,sphingolipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Sphingolipid; grade/acyl distribution dependent.
LIP_GLUCOSYLCERAMIDE,Glucosylceramide,,phospholipid,Phospholipid/membrane lipid,sphingolipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Sphingolipid; grade/acyl distribution dependent.
LIP_SAINT_LIPID_PLACEHOLDER,SAINT lipid placeholder,,phospholipid,Phospholipid/membrane lipid,cationic lipid placeholder,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S000_USER_SPEC,seed_curated,0.72,Placeholder because SAINT family has multiple proprietary structures; add exact SAINT-2/SAINT-18 row before use.
STE_CHOLESTEROL,Cholesterol,,sterol,Sterol/sterol derivative,cholesterol,,,,,,"liposomes, niosomes, SLN/NLC; oral/topical/parenteral grade-dependent",Cholesterol has broad precedent; derivatives require route-specific assessment.,S001_PUBCHEM,seed_curated,0.72,canonical membrane rigidifier
STE_CHOLESTERYL_HEMISUCCINATE,Cholesteryl hemisuccinate,,sterol,Sterol/sterol derivative,anionic cholesterol ester,,,,,,"liposomes, niosomes, SLN/NLC; oral/topical/parenteral grade-dependent",Cholesterol has broad precedent; derivatives require route-specific assessment.,S001_PUBCHEM,seed_curated,0.72,pH-responsive/anionic sterol derivative
STE_ERGOSTEROL,Ergosterol,,sterol,Sterol/sterol derivative,fungal sterol,,,,,,"liposomes, niosomes, SLN/NLC; oral/topical/parenteral grade-dependent",Cholesterol has broad precedent; derivatives require route-specific assessment.,S001_PUBCHEM,seed_curated,0.72,polyene-binding relevance
STE_BETA_SITOSTEROL,Beta-sitosterol,,sterol,Sterol/sterol derivative,phytosterol,,,,,,"liposomes, niosomes, SLN/NLC; oral/topical/parenteral grade-dependent",Cholesterol has broad precedent; derivatives require route-specific assessment.,S001_PUBCHEM,seed_curated,0.72,phytosterol membrane-ordering candidate
STE_LANOSTEROL,Lanosterol,,sterol,Sterol/sterol derivative,sterol precursor,,,,,,"liposomes, niosomes, SLN/NLC; oral/topical/parenteral grade-dependent",Cholesterol has broad precedent; derivatives require route-specific assessment.,S001_PUBCHEM,seed_curated,0.72,less common sterol derivative
BILE_SODIUM_CHOLATE,Sodium cholate,,bile_salt,Bile salt/bilosome edge material,bile salt,,,,,,oral bilosomes/transfer-like vesicles; route-specific toxicity testing required,Membrane-active; evaluate hemolysis/cytotoxicity.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.64,
BILE_SODIUM_DEOXYCHOLATE,Sodium deoxycholate,,bile_salt,Bile salt/bilosome edge material,bile salt,,,,,,oral bilosomes/transfer-like vesicles; route-specific toxicity testing required,Membrane-active; evaluate hemolysis/cytotoxicity.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.64,
BILE_SODIUM_TAUROCHOLATE,Sodium taurocholate,,bile_salt,Bile salt/bilosome edge material,bile salt,,,,,,oral bilosomes/transfer-like vesicles; route-specific toxicity testing required,Membrane-active; evaluate hemolysis/cytotoxicity.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.64,
BILE_SODIUM_GLYCOCHOLATE,Sodium glycocholate,,bile_salt,Bile salt/bilosome edge material,bile salt,,,,,,oral bilosomes/transfer-like vesicles; route-specific toxicity testing required,Membrane-active; evaluate hemolysis/cytotoxicity.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.64,
BILE_SODIUM_TAURODEOXYCHOLATE,Sodium taurodeoxycholate,,bile_salt,Bile salt/bilosome edge material,bile salt,,,,,,oral bilosomes/transfer-like vesicles; route-specific toxicity testing required,Membrane-active; evaluate hemolysis/cytotoxicity.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.64,
BILE_SODIUM_GLYCODEOXYCHOLATE,Sodium glycodeoxycholate,,bile_salt,Bile salt/bilosome edge material,bile salt,,,,,,oral bilosomes/transfer-like vesicles; route-specific toxicity testing required,Membrane-active; evaluate hemolysis/cytotoxicity.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.64,
BILE_SODIUM_TAUROCHENODEOXYCHOLATE,Sodium taurochenodeoxycholate,,bile_salt,Bile salt/bilosome edge material,bile salt,,,,,,oral bilosomes/transfer-like vesicles; route-specific toxicity testing required,Membrane-active; evaluate hemolysis/cytotoxicity.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.64,
BILE_SODIUM_CHENODEOXYCHOLATE,Sodium chenodeoxycholate,,bile_salt,Bile salt/bilosome edge material,bile salt,,,,,,oral bilosomes/transfer-like vesicles; route-specific toxicity testing required,Membrane-active; evaluate hemolysis/cytotoxicity.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.64,
OIL_STEARIC_ACID,Stearic acid,,solid_lipid,Solid lipid/oil/wax,fatty acid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_PALMITIC_ACID,Palmitic acid,,solid_lipid,Solid lipid/oil/wax,fatty acid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_OLEIC_ACID,Oleic acid,,liquid_lipid,Solid lipid/oil/wax,fatty acid/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_MYRISTIC_ACID,Myristic acid,,solid_lipid,Solid lipid/oil/wax,fatty acid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_LAURIC_ACID,Lauric acid,,solid_lipid,Solid lipid/oil/wax,fatty acid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_CAPRIC_ACID,Capric acid,,solid_lipid,Solid lipid/oil/wax,fatty acid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_CAPRYLIC_ACID,Caprylic acid,,liquid_lipid,Solid lipid/oil/wax,fatty acid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_GLYCERYL_MONOSTEARATE,Glyceryl monostearate,,solid_lipid,Solid lipid/oil/wax,glyceride/solid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_GLYCERYL_BEHENATE_COMPRITOL_888_ATO,Glyceryl behenate / Compritol 888 ATO,Compritol 888 ATO;Glyceryl behenate,solid_lipid,Solid lipid/oil/wax,glyceride/solid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_GLYCERYL_PALMITOSTEARATE_PRECIROL_ATO_5,Glyceryl palmitostearate / Precirol ATO 5,Glyceryl palmitostearate;Precirol ATO 5,solid_lipid,Solid lipid/oil/wax,glyceride/solid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_TRIMYRISTIN_DYNASAN_114,Trimyristin / Dynasan 114,Dynasan 114;Trimyristin,solid_lipid,Solid lipid/oil/wax,triglyceride/solid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_TRIPALMITIN_DYNASAN_116,Tripalmitin / Dynasan 116,Dynasan 116;Tripalmitin,solid_lipid,Solid lipid/oil/wax,triglyceride/solid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_TRISTEARIN_DYNASAN_118,Tristearin / Dynasan 118,Dynasan 118;Tristearin,solid_lipid,Solid lipid/oil/wax,triglyceride/solid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_CETYL_PALMITATE,Cetyl palmitate,,solid_lipid,Solid lipid/oil/wax,wax ester,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_WITEPSOL_H15,Witepsol H15,,solid_lipid,Solid lipid/oil/wax,hard fat suppository base,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_WITEPSOL_W35,Witepsol W35,,solid_lipid,Solid lipid/oil/wax,hard fat suppository base,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_GELUCIRE_44_14,Gelucire 44/14,14;Gelucire 44,solid_lipid,Solid lipid/oil/wax,PEG glyceride,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S009_GATTEFOSSE,seed_curated,0.6,
OIL_GELUCIRE_50_13,Gelucire 50/13,13;Gelucire 50,solid_lipid,Solid lipid/oil/wax,PEG glyceride,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S009_GATTEFOSSE,seed_curated,0.6,
OIL_GELUCIRE_43_01,Gelucire 43/01,01;Gelucire 43,solid_lipid,Solid lipid/oil/wax,glyceride,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S009_GATTEFOSSE,seed_curated,0.6,
OIL_ETHYL_OLEATE,Ethyl oleate,,liquid_lipid,Solid lipid/oil/wax,liquid lipid/oil,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_MEDIUM_CHAIN_TRIGLYCERIDES,Medium-chain triglycerides,MCT;caprylic/capric triglyceride,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_MIGLYOL_812,Miglyol 812,,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_MIGLYOL_840,Miglyol 840,,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_LABRAFAC_PG,Labrafac PG,,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S009_GATTEFOSSE,seed_curated,0.6,
OIL_CAPRYOL_90,Capryol 90,,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S009_GATTEFOSSE,seed_curated,0.6,
OIL_MAISINE_CC,Maisine CC,,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S009_GATTEFOSSE,seed_curated,0.6,
OIL_PECEOL,Peceol,,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S009_GATTEFOSSE,seed_curated,0.6,
OIL_LABRAFIL_M1944CS,Labrafil M1944CS,,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S009_GATTEFOSSE,seed_curated,0.6,
OIL_LABRAFIL_M2125CS,Labrafil M2125CS,,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S009_GATTEFOSSE,seed_curated,0.6,
OIL_ISOPROPYL_MYRISTATE,Isopropyl myristate,,liquid_lipid,Solid lipid/oil/wax,oil/liquid lipid,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_CASTOR_OIL,Castor oil,,liquid_lipid,Solid lipid/oil/wax,fixed oil,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_SOYBEAN_OIL,Soybean oil,,liquid_lipid,Solid lipid/oil/wax,fixed oil,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_SESAME_OIL,Sesame oil,,liquid_lipid,Solid lipid/oil/wax,fixed oil,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_CORN_OIL,Corn oil,,liquid_lipid,Solid lipid/oil/wax,fixed oil,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
OIL_OLIVE_OIL,Olive oil,,liquid_lipid,Solid lipid/oil/wax,fixed oil,,,,,,oral/topical/parenteral lipid excipient depending on grade,Mixtures require grade-specific acid/saponification/peroxide values.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.6,
SOLV_WATER,Water,,solvent,Solvent/co-solvent,organic/aqueous solvent,,,,,,manufacturing/process solvent; residual limits apply,Use ICH Q3C class/PDE and route-specific residual testing.,S005_ICH_Q3C_R9,seed_curated,0.78,
SOLV_ETHANOL,Ethanol,,solvent,Solvent/co-solvent,organic/aqueous solvent,,,,,,manufacturing/process solvent; residual limits apply,Use ICH Q3C class/PDE and route-specific residual testing.,S005_ICH_Q3C_R9,seed_curated,0.78,
SOLV_METHANOL,Methanol,,solvent,Solvent/co-solvent,organic/aqueous solvent,,,,,,manufacturing/process solvent; residual limits apply,Use ICH Q3C class/PDE and route-specific residual testing.,S005_ICH_Q3C_R9,seed_curated,0.78,
SOLV_ACETONE,Acetone,,solvent,Solvent/co-solvent,organic/aqueous solvent,,,,,,manufacturing/process solvent; residual limits apply,Use ICH Q3C class/PDE and route-specific residual testing.,S005_ICH_Q3C_R9,seed_curated,0.78,
SOLV_ETHYL_ACETATE,Ethyl acetate,,solvent,Solvent/co-solvent,organic/aqueous solvent,,,,,,manufacturing/process solvent; residual limits apply,Use ICH Q3C class/PDE and route-specific residual testing.,S005_ICH_Q3C_R9,seed_curated,0.78,
SOLV_CHLOROFORM,Chloroform,,solvent,Solvent/co-solvent,organic/aqueous solvent,,,,,,manufacturing/process solvent; residual limits apply,Use ICH Q3C class/PDE and route-specific residual testing.,S005_ICH_Q3C_R9,seed_curated,0.78,
