material_id,name,synonyms,material_type,category,subcategory,CAS,PubChem_CID,SMILES,InChIKey,supplier_or_grade_notes,route_suitability,regulatory_or_safety_notes,source_id,curation_status,confidence_score,notes,BCS_class,CMC_mM,HBA,HBD,HLB,ICH_class,MW,PDE_mg_day,TPSA,Tg_C,Tm_C,acid_base,aromatic_rings,avg_MW,boiling_point_C,cationic,charge_inducer,cloud_point_C,cryoprotectant,delta_D,delta_H,delta_P,density_g_ml,dielectric_constant,edge_activator,formal_charge,fusogenic,headgroup_area_nm2,hsp_radius,ionizable,logP,melting_point_C,molar_volume_cm3_mol,mucoadhesive,n_tails,pKa,pegylated,polarity_index,porous_carrier,rotatable_bonds,tail_carbons,tail_unsaturation,toxicity_penalty,vesicle_anchor,water_miscibility,water_solubility_mg_ml
SURF_BRIJ_96,Brij 96,,nonionic_surfactant,Nonionic surfactant,Brij/fatty alcohol ethoxylate,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.68,,,,,,12.4,,708,,,,,,,,,,,,,17.3,10.5,6.5,,,1.0,0,,0.653,8,,,,674.29,,1,,,,,,18,1,,,,
SURF_BRIJ_98,Brij 98,,nonionic_surfactant,Nonionic surfactant,Brij/fatty alcohol ethoxylate,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.68,,,0.025,,,15.3,,1148,,,,,,,,,,,,,17.2,14,8.5,,,1.0,0,,0.705,9,,,,1093.33,,1,,,,,,18,1,,,,
SURF_MYRJ_45,Myrj 45,,nonionic_surfactant,Nonionic surfactant,Myrj/polyoxyl stearate,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.68,,,,,,11.1,,600,,,,,,,,,,,,,17.3,10.5,6.5,,,1.0,0,,0.55,8,,,,571.43,,1,,,,,,18,0,,1.0,,
SURF_MYRJ_49,Myrj 49,,nonionic_surfactant,Nonionic surfactant,Myrj/polyoxyl stearate,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.68,,,,,,15,,880,,,,,,,,,,,,,17.2,14,8.5,,,1.0,0,,0.62,9,,,,838.1,,1,,,,,,18,0,,,,
SURF_MYRJ_52,Myrj 52,,nonionic_surfactant,Nonionic surfactant,Myrj/polyoxyl stearate,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.68,,,,,,16.9,,1830,,,,,,,,,,,,,17.2,14,8.5,,,1.0,0,,0.654,9,,,,1742.86,,1,,,,,,18,0,,,,
SURF_MYRJ_53,Myrj 53,,nonionic_surfactant,Nonionic surfactant,Myrj/polyoxyl stearate,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.68,,,,,,17.9,,1980,,,,,,,,,,,,,17.2,14,8.5,,,1.0,0,,0.672,9,,,,1885.71,,1,,,,,,18,0,,,,
SURF_MYRJ_59,Myrj 59,,nonionic_surfactant,Nonionic surfactant,Myrj/polyoxyl stearate,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.68,,,,,,18.8,,2500,,,,,,,,,,,,,17.2,14,8.5,,,1.0,0,,0.688,9,,,,2380.95,,1,,,,,,18,0,,,,
SURF_POLOXAMER_124,Poloxamer 124,,nonionic_surfactant,Nonionic surfactant,poloxamer PEO-PPO-PEO,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S010_BASF_KOLLIPHOR,seed_curated,0.68,,,,,,12,,2090,,,,,,,,,,,,,17.3,10.5,6.5,,,1.0,0,,0.566,8,,,,1990.48,,,,,,,,3,0,,,,
SURF_POLOXAMER_188,Poloxamer 188,,nonionic_surfactant,Nonionic surfactant,poloxamer PEO-PPO-PEO,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S010_BASF_KOLLIPHOR,seed_curated,0.68,,,0.48,,,29,,8400,,,,,,,,,,,>100,,17.2,14,8.5,,,1.0,0,,0.872,9,,,,8000,,,,,,,,3,0,,,,
SURF_POLOXAMER_237,Poloxamer 237,,nonionic_surfactant,Nonionic surfactant,poloxamer PEO-PPO-PEO,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S010_BASF_KOLLIPHOR,seed_curated,0.68,,,,,,24,,7700,,,,,,,,,,,>100,,17.2,14,8.5,,,1.0,0,,0.782,9,,,,7333.33,,,,,,,,3,0,,,,
SURF_POLOXAMER_338,Poloxamer 338,,nonionic_surfactant,Nonionic surfactant,poloxamer PEO-PPO-PEO,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S010_BASF_KOLLIPHOR,seed_curated,0.68,,,,,,27,,14600,,,,,,,,,,,>100,,17.2,14,8.5,,,1.0,0,,0.836,9,,,,13904.76,,,,,,,,3,0,,,,
SURF_POLOXAMER_407,Poloxamer 407,,nonionic_surfactant,Nonionic surfactant,poloxamer PEO-PPO-PEO,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S010_BASF_KOLLIPHOR,seed_curated,0.68,,,0.28,,,21,,12600,,,,,,,,,,,>100,,17.2,14,8.5,,,1.0,0,,0.728,9,,,,12000,,,,,,,,3,0,,,,
SURF_POLOXAMER_P85,Poloxamer P85,,nonionic_surfactant,Nonionic surfactant,poloxamer PEO-PPO-PEO,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S010_BASF_KOLLIPHOR,seed_curated,0.68,,,,,,16,,4600,,,,,,,,,,,,,17.2,14,8.5,,,1.0,0,,0.638,9,,,,4380.95,,,,,,,,3,0,,,,
SURF_POLOXAMER_L64,Poloxamer L64,,nonionic_surfactant,Nonionic surfactant,poloxamer PEO-PPO-PEO,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S010_BASF_KOLLIPHOR,seed_curated,0.68,,,,,,15,,2900,,,,,,,,,,,,,17.2,14,8.5,,,1.0,0,,0.62,9,,,,2761.9,,,,,,,,3,0,,,,
SURF_KOLLIPHOR_P188,Kolliphor P188,,nonionic_surfactant,Nonionic surfactant,Kolliphor/poloxamer,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S010_BASF_KOLLIPHOR,seed_curated,0.68,,,,,,29,,8400,,,,,,,,,,,>100,,17.2,14,8.5,,,1.0,0,,0.872,9,,,,8000,,,,,,,,3,0,,,,
SURF_KOLLIPHOR_P407,Kolliphor P407,,nonionic_surfactant,Nonionic surfactant,Kolliphor/poloxamer,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S010_BASF_KOLLIPHOR,seed_curated,0.68,,,,,,21,,12600,,,,,,,,,,,>100,,17.2,14,8.5,,,1.0,0,,0.728,9,,,,12000,,,,,,,,3,0,,,,
SURF_KOLLIPHOR_HS15_SOLUTOL_HS15,Kolliphor HS15 / Solutol HS15,Kolliphor HS15;Solutol HS15,nonionic_surfactant,Nonionic surfactant,Kolliphor/Cremophor,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S010_BASF_KOLLIPHOR,seed_curated,0.68,macrogol 15 hydroxystearate; parenteral solubilizer precedent,,,,,15,,963,,,,,,,,,,,,,17.2,14,8.5,,,1.0,0,,0.62,9,,,,917.14,,1,,,,,,18,0,,,,
SURF_KOLLIPHOR_EL_CREMOPHOR_EL,Kolliphor EL / Cremophor EL,Cremophor EL;Kolliphor EL,nonionic_surfactant,Nonionic surfactant,Kolliphor/Cremophor,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S010_BASF_KOLLIPHOR,seed_curated,0.68,polyoxyl castor oil; hypersensitivity risk in parenteral taxane products,,,,,13.5,,2500,,,,,,,,,,,,,17.3,10.5,6.5,,,1.0,0,,0.593,8,,,,2380.95,,1,,,,,,18,1,,,,
SURF_KOLLIPHOR_RH40_CREMOPHOR_RH40,Kolliphor RH40 / Cremophor RH40,Cremophor RH40;Kolliphor RH40,nonionic_surfactant,Nonionic surfactant,Kolliphor/Cremophor,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S010_BASF_KOLLIPHOR,seed_curated,0.68,polyoxyl 40 hydrogenated castor oil,,,,,14.5,,2500,,,,,,,,,,,,,17.2,14,8.5,,,1.0,0,,0.611,9,,,,2380.95,,1,,,,,,18,0,,,,
SURF_LABRASOL,Labrasol,,nonionic_surfactant,Nonionic surfactant,Gattefossé solubilizer,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S009_GATTEFOSSE,seed_curated,0.68,,,,,,14,,,,,,,,,,,,,,,17.2,14,8.5,,,1.0,0,,0.602,9,,,,,,1,,,,,,8,0,,,,
SURF_TRANSCUTOL_P,Transcutol P,,nonionic_surfactant,Nonionic surfactant,cosolvent/solubilizer,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S009_GATTEFOSSE,seed_curated,0.68,,,,,,4.2,,134.17,,,,,,,,,,,,,17,7,4,,,,0,,0.426,7,,,,136.91,,,,,,,,2,0,,,,
SURF_VITAMIN_E_TPGS,Vitamin E TPGS,,nonionic_surfactant,Nonionic surfactant,vitamin-E surfactant,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.68,,,0.13,,,13.2,,1513,,,,,,,,,,,,,17.3,10.5,6.5,,,1.0,0,,0.588,8,,,,1440.95,,1,,,,,,16,0,,,,
SURF_SLS_SODIUM_LAURYL_SULFATE,SLS / sodium lauryl sulfate,SDS;SLS;sodium dodecyl sulfate;sodium lauryl sulfate,nonionic_surfactant,Ionic surfactant,anionic surfactant,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.68,,,8.2,,,40,,288.38,,,,,,,,,,1.0,,,17.2,14,8.5,,,1.0,-1,,1.07,9,,,,274.65,,1,,,,,,12,0,,,,
SURF_CTAB,CTAB,,nonionic_surfactant,Ionic surfactant,cationic surfactant,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.68,,,0.9,,,10,,364.45,,,,,,,,,1.0,1.0,,,17.3,10.5,6.5,,,1.0,1,,0.53,8,,,,347.1,,1,,,,,,16,0,,1.0,,
SURF_SUCROSE_MONOLAURATE,Sucrose monolaurate,,nonionic_surfactant,Nonionic surfactant,sucrose ester,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.68,,,,,,15,,524.6,,,,,,,,,,,,,17.2,14,8.5,,,1.0,0,,0.62,9,,,,499.62,,1,,,,,,12,0,,,,
SURF_SUCROSE_MONOPALMITATE,Sucrose monopalmitate,,nonionic_surfactant,Nonionic surfactant,sucrose ester,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.68,,,,,,15,,580.7,,,,,,,,,,,,,17.2,14,8.5,,,1.0,0,,0.62,9,,,,553.05,,1,,,,,,16,0,,,,
SURF_SUCROSE_MONOSTEARATE,Sucrose monostearate,,nonionic_surfactant,Nonionic surfactant,sucrose ester,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.68,,,,,,15,,608.8,,,,,,,,,,,,,17.2,14,8.5,,,1.0,0,,0.62,9,,,,579.81,,1,,,,,,18,0,,,,
SURF_SUCROSE_MONOOLEATE,Sucrose monooleate,,nonionic_surfactant,Nonionic surfactant,sucrose ester,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.68,,,,,,15,,606.8,,,,,,,,,,,,,17.2,14,8.5,,,1.0,0,,0.62,9,,,,577.9,,1,,,,,,18,1,,,,
SURF_OCTYL_GLUCOSIDE,Octyl glucoside,,nonionic_surfactant,Nonionic surfactant,alkyl glycoside,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.68,,,22,,,13.6,,292.37,,,,,,,,,,,,,17.3,10.5,6.5,,,1.0,0,,0.595,8,,,,278.45,,1,,,,,,8,0,,,,
SURF_DECYL_MALTOSIDE,Decyl maltoside,,nonionic_surfactant,Nonionic surfactant,alkyl glycoside,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.68,,,1.8,,,12.9,,482.6,,,,,,,,,,,,,17.3,10.5,6.5,,,1.0,0,,0.582,8,,,,459.62,,1,,,,,,10,0,,,,
SURF_LAURYL_MALTOSIDE,Lauryl maltoside,,nonionic_surfactant,Nonionic surfactant,alkyl glycoside,,,,,,oral/topical; selected grades may support parenteral/inhalation with toxicology,Check IID/compendial grade and route-specific limits.,S007_EXCIPIENTS_HANDBOOK,seed_curated,0.68,,,0.17,,,12,,510.6,,,,,,,,,,,,,17.3,10.5,6.5,,,1.0,0,,0.566,8,,,,486.29,,1,,,,,,12,0,,,,
LIP_LECITHIN,Lecithin,phosphatidylcholine-rich natural phospholipid mixture,phospholipid,Phospholipid/membrane lipid,natural/mixed phospholipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,composition-grade dependent,,,,,,,770,,,,,,,,,,,,,17.5,8,5.5,,,,0,,0.64,8,,,,770,,2,,,,,,17.0,0.5,,,,
LIP_EGG_PHOSPHATIDYLCHOLINE_EPC,Egg phosphatidylcholine / EPC,EPC;Egg phosphatidylcholine;egg PC,phospholipid,Phospholipid/membrane lipid,natural/mixed phospholipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,mixed egg PC acyl distribution,,,,,,,760,,,,-15,,,,,,,,,17.5,8,5.5,,,,0,,0.64,8,,,,760,,2,,,,,,17.0,0.5,,,,
LIP_SOY_PHOSPHATIDYLCHOLINE_SPC,Soy phosphatidylcholine / SPC,SPC;Soy phosphatidylcholine;soy PC,phospholipid,Phospholipid/membrane lipid,natural/mixed phospholipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,mixed soy PC; unsaturated-rich,,,,,,,780,,,,-20,,,,,,,,,17.5,8,5.5,,,,0,,0.64,8,,,,780,,2,,,,,,17.0,0.5,,,,
LIP_HYDROGENATED_SOY_PHOSPHATIDYLCHOLINE_HSPC,Hydrogenated soy phosphatidylcholine / HSPC,HSPC;Hydrogenated soy phosphatidylcholine,phospholipid,Phospholipid/membrane lipid,natural/mixed phospholipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,hydrogenated soy PC; saturated-rich high Tm,,,,,,,790,,,,52,,,,,,,,,17.5,8,5.5,,,,0,,0.64,8,,,,790,,2,,,,,,17.0,0.5,,,,
LIP_DLPC,DLPC,,phospholipid,Phospholipid/membrane lipid,PC lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Synthetic phosphatidylcholine.,,,,,,,621.8,,,,-1,,,,,,,,,17.5,8,5.5,,,,0,,0.64,8,,,,621.8,,2,,,,,,12.0,0.0,,,,
LIP_DMPC,DMPC,,phospholipid,Phospholipid/membrane lipid,PC lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Synthetic phosphatidylcholine.,,,,,,,677.9,,,,23,,,,,,,,,17.5,8,5.5,,,,0,,0.64,8,,,,677.9,,2,,,,,,14.0,0.0,,,,
LIP_DPPC,DPPC,,phospholipid,Phospholipid/membrane lipid,PC lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Synthetic phosphatidylcholine.,,,,,,,734.04,,,,41.4,,,,,,,,,17.5,8,5.5,,,,0,,0.64,8,,,,734.04,,2,,,,,,16.0,0.0,,,,
LIP_DSPC,DSPC,,phospholipid,Phospholipid/membrane lipid,PC lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Synthetic phosphatidylcholine.,,,,,,,790.15,,,,55,,,,,,,,,17.5,8,5.5,,,,0,,0.64,8,,,,790.15,,2,,,,,,18.0,0.0,,,,
LIP_DOPC,DOPC,,phospholipid,Phospholipid/membrane lipid,PC lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Synthetic phosphatidylcholine.,,,,,,,786.11,,,,-17,,,,,,,,,17.5,8,5.5,,,,0,,0.64,8,,,,786.11,,2,,,,,,18.0,1.0,,,,
LIP_POPC,POPC,,phospholipid,Phospholipid/membrane lipid,PC lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Synthetic phosphatidylcholine.,,,,,,,760.08,,,,-2,,,,,,,,,17.5,8,5.5,,,,0,,0.64,8,,,,760.08,,2,,,,,,17.0,0.5,,,,
LIP_SOPC,SOPC,,phospholipid,Phospholipid/membrane lipid,PC lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Synthetic phosphatidylcholine.,,,,,,,788.13,,,,6.7,,,,,,,,,17.5,8,5.5,,,,0,,0.64,8,,,,788.13,,2,,,,,,18.0,0.5,,,,
LIP_DOPE,DOPE,,phospholipid,Phospholipid/membrane lipid,PE lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PE lipids can enhance fusogenic/non-lamellar propensity depending on pH and composition.,,,,,,,744.04,,,,-16,,,,,,,,,17.5,8,5.5,,,,0,1.0,0.55,8,,,,744.04,,2,,,,,,18.0,1.0,,,,
LIP_POPE,POPE,,phospholipid,Phospholipid/membrane lipid,PE lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PE lipids can enhance fusogenic/non-lamellar propensity depending on pH and composition.,,,,,,,718,,,,25,,,,,,,,,17.5,8,5.5,,,,0,1.0,0.55,8,,,,718,,2,,,,,,17.0,0.5,,,,
LIP_DSPE,DSPE,,phospholipid,Phospholipid/membrane lipid,PE lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PE lipids can enhance fusogenic/non-lamellar propensity depending on pH and composition.,,,,,,,748.08,,,,74,,,,,,,,,17.5,8,5.5,,,,0,,0.55,8,,,,748.08,,2,,,,,,18.0,0.0,,,,
LIP_DPPE,DPPE,,phospholipid,Phospholipid/membrane lipid,PE lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PE lipids can enhance fusogenic/non-lamellar propensity depending on pH and composition.,,,,,,,691.97,,,,63,,,,,,,,,17.5,8,5.5,,,,0,,0.55,8,,,,691.97,,2,,,,,,16.0,0.0,,,,
LIP_DMPE,DMPE,,phospholipid,Phospholipid/membrane lipid,PE lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PE lipids can enhance fusogenic/non-lamellar propensity depending on pH and composition.,,,,,,,635.86,,,,50,,,,,,,,,17.5,8,5.5,,,,0,,0.55,8,,,,635.86,,2,,,,,,14.0,0.0,,,,
LIP_DPPG,DPPG,,phospholipid,Phospholipid/membrane lipid,PG lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Anionic phosphoglycerol charge inducer/stabilizer.,,,,,,,744,,,,41,,,,,,1.0,,,17.5,10,7.5,,,,-1,,0.62,8,,,,744,,2,,,,,,16.0,0.0,,,,
LIP_DOPG,DOPG,,phospholipid,Phospholipid/membrane lipid,PG lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Anionic phosphoglycerol charge inducer/stabilizer.,,,,,,,797,,,,-18,,,,,,1.0,,,17.5,10,7.5,,,,-1,,0.62,8,,,,797,,2,,,,,,18.0,1.0,,,,
LIP_POPG,POPG,,phospholipid,Phospholipid/membrane lipid,PG lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Anionic phosphoglycerol charge inducer/stabilizer.,,,,,,,771,,,,-2,,,,,,1.0,,,17.5,10,7.5,,,,-1,,0.62,8,,,,771,,2,,,,,,17.0,0.5,,,,
LIP_DSPG,DSPG,,phospholipid,Phospholipid/membrane lipid,PG lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Anionic phosphoglycerol charge inducer/stabilizer.,,,,,,,800.1,,,,55,,,,,,1.0,,,17.5,10,7.5,,,,-1,,0.62,8,,,,800.1,,2,,,,,,18.0,0.0,,,,
LIP_DOPS,DOPS,,phospholipid,Phospholipid/membrane lipid,PS/PA lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Anionic lipid; pH/counterion affects charge and phase behavior.,,,,,,,810,,,,-11,,,,,,1.0,,,17.5,10,7.5,,,,-1,,0.62,8,,,,810,,2,,,,,,18.0,1.0,,,,
LIP_DPPS,DPPS,,phospholipid,Phospholipid/membrane lipid,PS/PA lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Anionic lipid; pH/counterion affects charge and phase behavior.,,,,,,,757,,,,54,,,,,,1.0,,,17.5,10,7.5,,,,-1,,0.62,8,,,,757,,2,,,,,,16.0,0.0,,,,
LIP_DOPA,DOPA,,phospholipid,Phospholipid/membrane lipid,PS/PA lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Anionic lipid; pH/counterion affects charge and phase behavior.,,,,,,,699.9,,,,-4,,,,,,1.0,,,17.5,10,7.5,,,,-1,,0.62,8,,,,699.9,,2,,,,,,18.0,1.0,,,,
LIP_DPPA,DPPA,,phospholipid,Phospholipid/membrane lipid,PS/PA lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,Anionic lipid; pH/counterion affects charge and phase behavior.,,,,,,,670.9,,,,65,,,,,,1.0,,,17.5,10,7.5,,,,-1,,0.62,8,,,,670.9,,2,,,,,,16.0,0.0,,,,
LIP_DSPE_PEG2000,DSPE-PEG2000,,phospholipid,Phospholipid/membrane lipid,PEG-lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PEG-lipid; controls steric stabilization and LNP desorption kinetics.,,,,,,,2805,,,,,,,,,,,,,17.5,8,7.5,,,,0,,0.7,8,,,,2805,,2,,1.0,,,,18.0,0.0,,,,
LIP_DSPE_PEG5000,DSPE-PEG5000,,phospholipid,Phospholipid/membrane lipid,PEG-lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PEG-lipid; controls steric stabilization and LNP desorption kinetics.,,,,,,,5805,,,,,,,,,,,,,17.5,8,7.5,,,,0,,0.7,8,,,,5805,,2,,1.0,,,,18.0,0.0,,,,
LIP_DMG_PEG2000,DMG-PEG2000,,phospholipid,Phospholipid/membrane lipid,PEG-lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PEG-lipid; controls steric stabilization and LNP desorption kinetics.,,,,,,,2509,,,,,,,,,,,,,17.5,8,7.5,,,,0,,0.7,8,,,,2509,,2,,1.0,,,,14.0,0.0,,,,
LIP_PEG_DMG,PEG-DMG,,phospholipid,Phospholipid/membrane lipid,PEG-lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PEG-lipid; controls steric stabilization and LNP desorption kinetics.,,,,,,,2509,,,,,,,,,,,,,17.5,8,7.5,,,,0,,0.7,8,,,,2509,,2,,1.0,,,,14.0,0.0,,,,
LIP_PEG_DSG,PEG-DSG,,phospholipid,Phospholipid/membrane lipid,PEG-lipid,,,,,,liposome/LNP/nanocarrier; route-grade dependent,Use GMP lipid grade and route-specific impurity/endotoxin specs.,S003_AVANTI_PHASE,seed_curated,0.72,PEG-lipid; controls steric stabilization and LNP desorption kinetics.,,,,,,,2788,,,,,,,,,,,,,17.5,8,7.5,,,,0,,0.7,8,,,,2788,,2,,1.0,,,,18.0,0.0,,,,
